title,id,url,viewCount,date,likes,channelName,channelUrl,numberOfSubscribers,duration,days_since_upload,ReachFactor,EngagementEfficiency,VelocityFactor,ViralityScore
Reema kagti & Zoya akhtar Interview for MADE IN HEAVEN SEASON 2 | HEARTBEAT spotlight,RLttXBBhx9Y,https://www.youtube.com/watch?v=RLttXBBhx9Y,51,8/2/23 05:13,0,HEARTBEATspotlight,https://www.youtube.com/@HeartBeatspotlight,4700,00:03:06,792,3.951243719,0,0,0
Made in heaven season 2 review! Amazon prime webseries made in heaven season 2 all episodes review!,LiZmVMv7MRs,https://www.youtube.com/watch?v=LiZmVMv7MRs,17,8/12/23 05:30,0,B.S. Tv,https://www.youtube.com/@b_s_tv,2450,00:03:58,782,2.890371758,0,0,0
Special Announcement Of Made In Heaven Season 2 With Sobhita Dhulipala And Arjun Mathur | SBB Xtra,yE2ui9qq3lQ,https://www.youtube.com/watch?v=yE2ui9qq3lQ,248,7/27/23 13:54,0,SBB Xtra,https://www.youtube.com/@sbbxtra,86600,00:05:30,797,5.517452896,0,0,0
Sobhita Dhulipala on Made in Heaven season 2: ‘I am curious to find out how Karan and Tara became...,p4PIQNht7RE,https://www.youtube.com/watch?v=p4PIQNht7RE,351,8/28/19 20:22,0,Thunder News Entertainment,https://www.youtube.com/@thundernewsentertainment6475,342,00:04:40,2226,5.863631176,0,0,0
Made In Heaven Season 2 release date | Plot Summary,4hCNNZpZmOc,https://www.youtube.com/watch?v=4hCNNZpZmOc,17,8/1/23 22:34,0,Movies Portal,https://www.youtube.com/@moviesportal1939,1480,00:01:31,792,2.890371758,0,0,0
Made In Heaven Season 2 Meme #madeinheaven #amazonprime #wedding #zoyaakhtar #primevideo,qdQqCh1CCq4,https://www.youtube.com/shorts/qdQqCh1CCq4,34,8/21/23 05:22,0,palash dalal,https://www.youtube.com/@palashdal,1200,00:00:15,773,3.555348061,0,0,0
Made in Heaven 2 Review | Made in Heaven Season 2 Review | Made in Heaven 2 Web Series Review |,voQ-ug2DdvE,https://www.youtube.com/watch?v=voQ-ug2DdvE,201,8/10/23 05:51,0,Amit Nanhet,https://www.youtube.com/@WebmovieAmit5480,2040,00:02:46,784,5.308267697,0,0,0
made in heaven season 2 trailer review#madeinheaven#amazonprime#review,Y0PnwRCNhd0,https://www.youtube.com/shorts/Y0PnwRCNhd0,56,8/1/23 17:03,0,FACT TODAY NEWS,https://www.youtube.com/@facttodaynews9502,1300,00:00:55,792,4.043051268,0,0,0
Made In Heaven S2 Trailer #madeinheaven #primevideo #newseries,SJESo4Ae_mk,https://www.youtube.com/shorts/SJESo4Ae_mk,71,8/5/23 15:39,0,Abhi cinema critics ,https://www.youtube.com/@abhicinemacritics,529,00:01:00,788,4.276666119,0,0,0
Elnaaz Norouzi Spotted For Made In Heaven Season 2 Promotion. #ytshorts #bollywood #viral #shorts,OrDJGjq9IVE,https://www.youtube.com/shorts/OrDJGjq9IVE,49,8/4/23 08:28,0,Bolly Hub,https://www.youtube.com/@bollyhub348,20100,00:00:46,789,3.912023005,0,0,0
Made in heaven season 2,TgIRNjQPa4E,https://www.youtube.com/watch?v=TgIRNjQPa4E,4,8/11/23 13:35,0,carryminati fans club,https://www.youtube.com/@3Dgyan-,1,00:01:39,782,1.609437912,0,0,0
MADE IN HEAVEN Season 2 - Official Trailer REACTION!,j3bDWp__pKs,https://www.youtube.com/watch?v=j3bDWp__pKs,31,8/5/23 19:08,0,Akash Mall,https://www.youtube.com/@akashmall80,159,00:03:00,788,3.465735903,0,0,0
Made in Heaven Season 2 - Official Trailer Reaction & Thoughts | Prime Video India,D7lQOWHcAuQ,https://www.youtube.com/watch?v=D7lQOWHcAuQ,679,8/1/23 16:47,0,Rainbow Reactions,https://www.youtube.com/@RainbowReactions-s4e,26300,00:07:03,792,6.522092798,0,0,0
Sobhita Dhulipala & Arjun Mathur at Made in Heaven Season 2 Trailer Launch | B4U Paps,P9sU9n93ghI,https://www.youtube.com/watch?v=P9sU9n93ghI,42,8/2/23 09:30,0,B4U Paps,https://www.youtube.com/@b4upaps,47200,00:03:12,791,3.761200116,0,0,0
MADE IN HEAVEN SEASON 2 TRAILER | Amazon Prime | Sobhita D | Made In Heaven Season 2 Release Date,QMXIKxJbEPM,https://www.youtube.com/watch?v=QMXIKxJbEPM,3,7/26/23 09:20,0,Toxic Filmy,https://www.youtube.com/@ToxicFilmy,21,00:01:33,798,1.386294361,0,0,0
From Alia Bhatt's Heart Of Stone To Made In Heaven Season 2: OTT Releases This Week! FilmiBeat,_KrIlAynTg0,https://www.youtube.com/watch?v=_KrIlAynTg0,171,7/29/23 11:01,0,Filmibeat OTT,https://www.youtube.com/@FilmibeatOTT,14600,00:03:23,795,5.147494477,0,0,0
Made in Heaven Season 2 on Amazon Prime Review by Rajev,8Wt80F2Teno,https://www.youtube.com/watch?v=8Wt80F2Teno,153,8/27/23 16:25,0,Rajev Paul,https://www.youtube.com/@rajevpaul,348,00:01:28,766,5.036952602,0,0,0
Made In Heaven Season 2 Trailer:Arjun Mathur And Sobhita Dhulipala Starrer Made In Heaven star cast,oob9j7v5Oa4,https://www.youtube.com/watch?v=oob9j7v5Oa4,95,8/1/23 20:57,0,Filmy Chachi,https://www.youtube.com/@filmychachi2923,12500,00:10:58,792,4.564348191,0,0,0
Zoya Akhtar at Made in Heaven Season 2 Trailer Launch | B4U Paps,O54OPLuPTRQ,https://www.youtube.com/watch?v=O54OPLuPTRQ,3,8/2/23 14:30,0,B4U Paps,https://www.youtube.com/@b4upaps,47200,00:02:02,791,1.386294361,0,0,0
Made In Heaven S2: All You Need To Know About Sobhita Dhulipala - Arjun Mathur’s Prime Video Series!,#NAME?,https://www.youtube.com/watch?v=-jZHGjIGxeM,124,8/9/23 09:23,0,LatestLY,https://www.youtube.com/@LatestLYIndia,389000,00:01:10,784,4.828313737,0,0,0
Made In Heaven S2 Trailer Review| prime video series| Abhishek Gupta Review,BrvcCNQSYV8,https://www.youtube.com/watch?v=BrvcCNQSYV8,133,8/4/23 04:37,0,Abhi cinema critics ,https://www.youtube.com/@abhicinemacritics,529,00:02:35,790,4.8978398,0,0,0
Blue Carpet Screening Of Film Made In Heaven Season 2,iy4s0fzjdXo,https://www.youtube.com/watch?v=iy4s0fzjdXo,5,8/9/23 09:13,0,Picture N Kraft,https://www.youtube.com/@picturenkraft4598,3770,00:02:04,784,1.791759469,0,0,0
Made in Heaven S2 x Boat Shashank,6Dm6xT-owY8,https://www.youtube.com/watch?v=6Dm6xT-owY8,15,7/10/24 13:02,0,Se7ven Films,https://www.youtube.com/@se7venfilms,719,00:00:27,448,2.772588722,0,0,0
Made in Heaven Season 2 Trailer OUT,qN9b-ba8Vhs,https://www.youtube.com/watch?v=qN9b-ba8Vhs,15,8/1/23 11:00,0,Entertainent,https://www.youtube.com/@tvpataka,324,00:01:36,792,2.772588722,0,0,0
ACTRESS ELNAAZ NOROUZI FOR MADE IN HEAVEN SEASON 2 AT MAD STUDIO #Shorts,g2RN6Le7IXk,https://www.youtube.com/shorts/g2RN6Le7IXk,83,8/5/23 03:45,0,Bollywood Zor,https://www.youtube.com/@BollywoodZor,912,00:00:30,789,4.430816799,0,0,0
Made in Heaven Season 2 Review in English,L3uNjKDuSgg,https://www.youtube.com/watch?v=L3uNjKDuSgg,199,8/12/23 21:36,0,The Flick Addict,https://www.youtube.com/@theflickaddict,410,00:02:56,781,5.298317367,0,0,0
Made in Heaven season 2 review: Forgettable! | TaDaMoviebug,FT8c4UvVKbE,https://www.youtube.com/watch?v=FT8c4UvVKbE,43,8/19/23 07:25,0,TaDa Movie bug,https://www.youtube.com/@TaDaMoviebug,95,00:04:04,774,3.784189634,0,0,0
Made in Heaven Season 2 is here... #noida #delhi ‪@PrimeVideoIN‬,ALl77dp8sqo,https://www.youtube.com/shorts/ALl77dp8sqo,140,8/9/23 09:13,0,MOHD SULTAN AHMAD,https://www.youtube.com/@AwaraaParindaa,21,00:00:10,784,4.94875989,0,0,0
Made In Heaven Season 2 Series Review | Movie Mania,vEcMISrnmus,https://www.youtube.com/watch?v=vEcMISrnmus,284,8/29/23 14:41,0,Movie Mania,https://www.youtube.com/@MovieManiaAwesome,251,00:06:07,764,5.65248918,0,0,0
Made in heaven season 2 review in a minute #shorts #viral,3CwfwlVJuz4,https://www.youtube.com/shorts/3CwfwlVJuz4,103,10/23/23 20:24,0,valueofpie,https://www.youtube.com/@valueofpie,300,00:01:00,709,4.644390899,0,0,0
"Made In Heaven Season 2 Trailer: Arjun Mathur,Sobhita Dhulipala Starrer Made In Heaven star cast",Hx2jiMAmP-s,https://www.youtube.com/watch?v=Hx2jiMAmP-s,48,8/1/23 20:43,0,The BNB News ,https://www.youtube.com/@TheBNBNEWS,352000,00:07:24,792,3.891820298,0,0,0
Why Made in Heaven Season 2 is Woke but Classist,b_4HrnneQz4,https://www.youtube.com/watch?v=b_4HrnneQz4,2172,8/20/23 10:48,0,Culture Vulture,https://www.youtube.com/@Prateek_Culture,489,00:06:20,773,7.68386398,0,0,0
Zoya Akhtar’s ‘Made in Heaven Season 2’ official trailer !!,tAlXEEzxqyw,https://www.youtube.com/watch?v=tAlXEEzxqyw,205,8/1/23 19:19,0,bharat 24x7,https://www.youtube.com/@bharat24x7,95200,00:10:26,792,5.327876169,0,0,0
"Sobhita , Arjun Mathur, Jim Sarbh Attend Made In Heaven Season 2 Trailer Launch | SBB Xtra",1pCv4Y4Ou-Y,https://www.youtube.com/watch?v=1pCv4Y4Ou-Y,309,8/1/23 16:26,0,SBB Xtra,https://www.youtube.com/@sbbxtra,86600,00:18:49,792,5.736572297,0,0,0
MADE IN HEAVEN SEASON 2 TRAILER | Amazon Prime | Sobhita D | Made In Heaven Season 2 Release Date,q3zN2bT66R4,https://www.youtube.com/watch?v=q3zN2bT66R4,9,7/9/23 04:21,0,Toxic Filmy,https://www.youtube.com/@ToxicFilmy,21,00:01:15,816,2.302585093,0,0,0
Made in heaven season 2 #shorts #heaven #season2 #shortsfeed #2023,ZmsRzQJ2MBc,https://www.youtube.com/shorts/ZmsRzQJ2MBc,19,8/10/23 01:29,0,QuickCrafts,https://www.youtube.com/@QuickCrafts3752,64,00:00:15,784,2.995732274,0,0,0
MADE IN HEAVEN season 2 trailer lounch#madeinheaven#season2#amazonprime,7NHp4eLMbBU,https://www.youtube.com/shorts/7NHp4eLMbBU,159,8/1/23 09:02,0,FACT TODAY NEWS,https://www.youtube.com/@facttodaynews9502,1300,00:00:15,792,5.075173815,0,0,0
Made in heaven season 2 #madeinheaven #amazonprimevideo #amazonprimevideoindia #webseries #review,p9L6GMB0hkw,https://www.youtube.com/shorts/p9L6GMB0hkw,38,8/21/23 09:06,0,Rajesh's View,https://www.youtube.com/@rajeshsview,448,00:01:00,772,3.663561646,0,0,0
[Issues&Trends] Made In Heaven Season 2,0LZWJB89g-8,https://www.youtube.com/shorts/0LZWJB89g-8,16,8/10/23 02:12,0,encyclopedia-k,https://www.youtube.com/@encyclopedia-k,173,00:00:45,784,2.833213344,0,0,0
Made In Heaven Season 2 SUGAR Kit #makeupreels #makeup #makeuplover #lipstick #wakeupandmakeup,0ch8a2-7Law,https://www.youtube.com/shorts/0ch8a2-7Law,670,8/17/23 12:17,0,Zohainsight,https://www.youtube.com/@Zohainsight,13800,00:00:15,776,6.508769137,0,0,0
Match made in heaven season 2 episode 4 temptation invasion review,yEfvdNiusoQ,https://www.youtube.com/watch?v=yEfvdNiusoQ,883,6/10/16 04:02,0,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:07:17,3401,6.784457063,0,0,0
SPECIAL AND OFFICIAL ANNOUNCEMENT OF MADE IN HEAVEN SEASON 2 WITH SOBHITA DHULIPALA AND ARJUN MATHUR,KG5jWdLMcjA,https://www.youtube.com/watch?v=KG5jWdLMcjA,127,7/26/23 22:09,0,BDC TV,https://www.youtube.com/@BDCTVOnline,56500,00:14:51,798,4.852030264,0,0,0
Made in Heaven Season 2  | Sobhita Dhulipala | Jim Sarbh #shorts,Pfd5xpyis1c,https://www.youtube.com/watch?v=Pfd5xpyis1c,309,8/17/23 06:28,0,DE-CONSTRUCTED,https://www.youtube.com/@de-constructed7920,11,00:00:59,777,5.736572297,0,0,0
Marriage Made in Heaven Season 2,qelnRELwC-A,https://www.youtube.com/watch?v=qelnRELwC-A,20,10/23/17 18:05,0,olga pritzker,https://www.youtube.com/@olgapritzker2620,2,00:15:22,2900,3.044522438,0,0,0
made in heaven season 2 review | boring ??,y6dm693j_Ts,https://www.youtube.com/watch?v=y6dm693j_Ts,31,8/17/23 06:41,0,Filmy Harry,https://www.youtube.com/@filmyharry,577,00:03:54,777,3.465735903,0,0,0
Made in Heaven season 2 cast on homosexuality |  Mona on Laal Singh Chadha's failure,#NAME?,https://www.youtube.com/watch?v=-Pd1B_lQ2D0,4,11/29/24 05:20,0,Lunio News,https://www.youtube.com/@LunioNews,11,00:12:55,307,1.609437912,0,0,0
ACTRESS ELNAAZ NOROUZI FOR MADE IN HEAVEN SEASON 2 AT MAD STUDIO,7UktzVbQ7Ro,https://www.youtube.com/watch?v=7UktzVbQ7Ro,9,8/5/23 12:54,0,News today 24,https://www.youtube.com/@newstoday2481,335,00:01:16,788,2.302585093,0,0,0
Made In Heaven Season 2 Trailer Launch Ceremony | Made In Heaven 2,GQubgEdYC34,https://www.youtube.com/watch?v=GQubgEdYC34,3,8/2/23 09:30,0,Paparazzi,https://www.youtube.com/@Paparazzi21,808,00:12:37,791,1.386294361,0,0,0
jim sarabh at traiker launch of made in heaven season 2 |,VMbwn8PJ_mc,https://www.youtube.com/watch?v=VMbwn8PJ_mc,4,12/10/24 18:30,0,Mobile Media,https://www.youtube.com/@MobileMedia971,33400,00:12:51,295,1.609437912,0,0,0
Rajgir malmas Mela | made in heaven season 2,Dukw3MjDYyA,https://www.youtube.com/shorts/Dukw3MjDYyA,601,8/10/23 06:01,0,Subhashify,https://www.youtube.com/@Subhashify,5800,00:00:16,784,6.400257445,0,0,0
Made in heaven season 2 #shorts #viral #trending #ytshorts,6v1O21lqNtQ,https://www.youtube.com/shorts/6v1O21lqNtQ,16,8/12/23 03:02,0,carryminati fans club,https://www.youtube.com/@3Dgyan-,1,00:00:47,782,2.833213344,0,0,0
Honeymoon Review - Made in Heaven S2 ! Webseries Review ! Filmi Sapata,Fs_-Nb4YctE,https://www.youtube.com/watch?v=Fs_-Nb4YctE,29,8/17/23 17:40,0,Filmi Sapata,https://www.youtube.com/@filmisapata,2520,00:03:02,776,3.401197382,0,0,0
Made In Heaven S2 Review| prime video series| Abhishek Gupta Review,kDeEb5Dlhc4,https://www.youtube.com/watch?v=kDeEb5Dlhc4,224,8/13/23 12:59,0,Abhi cinema critics ,https://www.youtube.com/@abhicinemacritics,529,00:02:34,780,5.416100402,0,0,0
made in heaven season 2 trailer hindi reaction,KxE8dVwus7s,https://www.youtube.com/watch?v=KxE8dVwus7s,17,8/1/23 14:08,0,Cinema Chashma,https://www.youtube.com/@cinemachashma,362,00:03:59,792,2.890371758,0,0,0
"BEST UPCOMING WEBSERIES-MADE IN HEAVEN S02#reels  ,#webseries  #review#animationvideo",KQ-5KeE3ZbQ,https://www.youtube.com/shorts/KQ-5KeE3ZbQ,24,7/31/23 02:30,0,animation AI,https://www.youtube.com/@animationAI-sy5cl,3,00:00:29,794,3.218875825,0,0,0
Made In Heaven Season 2 Review : इस तरह के शो क्यों बनते है,lIKx_u81LPY,https://www.youtube.com/watch?v=lIKx_u81LPY,19,8/12/23 14:11,0,Swanik Entertainment,https://www.youtube.com/@swanikentertainment9926,848,00:04:12,781,2.995732274,0,0,0
Match made in heaven season 2 episode 3 hashtags & red flags  review,5xSl6iTJA3E,https://www.youtube.com/watch?v=5xSl6iTJA3E,703,6/3/16 05:01,0,Andre Epps,https://www.youtube.com/@san1andreas,4420,00:12:06,3408,6.556778356,0,0,0
Made in heaven season 2 Review in हिंदी,RG-brYAwfPE,https://www.youtube.com/watch?v=RG-brYAwfPE,168,8/12/23 21:36,0,The Flick Addict,https://www.youtube.com/@theflickaddict,410,00:04:25,781,5.129898715,0,0,0
Made in Heaven Season 2 | #madeinheavenonprime #madeinheaven #madeinheavenseason2 #short,Z0tbT3s8UBI,https://www.youtube.com/shorts/Z0tbT3s8UBI,116,8/2/23 12:46,0,full movie download,https://www.youtube.com/@fullhdmoviedownloadlink,4,00:00:15,791,4.762173935,0,0,0
